Sample in Buffer,Sample in Window,TRIGGER,design_1_i/audio_reader_0_playing,design_1_i/audio_reader_0_finished,design_1_i/audio_reader_0_buzzer,design_1_i/blk_mem_gen_0_douta[7:0],design_1_i/audio_reader_0_address[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX
0,0,0,1,0,1,b2,6d
1,1,0,1,0,1,b2,6d
2,2,0,1,0,1,b2,6d
3,3,0,1,0,1,b2,6d
4,4,0,1,0,1,b2,6d
5,5,0,1,0,1,b2,6d
6,6,0,1,0,1,b2,6d
7,7,0,1,0,1,b2,6d
8,8,0,1,0,1,b2,6d
9,9,0,1,0,1,b2,6d
10,10,0,1,0,1,b2,6d
11,11,0,1,0,1,b2,6d
12,12,0,1,0,1,b2,6d
13,13,0,1,0,1,b2,6d
14,14,0,1,0,1,b2,6d
15,15,0,1,0,1,b2,6d
16,16,0,1,0,1,b2,6d
17,17,0,1,0,1,b2,6d
18,18,0,1,0,1,b2,6d
19,19,0,1,0,1,b2,6d
20,20,0,1,0,1,b2,6d
21,21,0,1,0,1,b2,6d
22,22,0,1,0,1,b2,6d
23,23,0,1,0,1,b2,6d
24,24,0,1,0,1,b2,6d
25,25,0,1,0,1,b2,6d
26,26,0,1,0,1,b2,6d
27,27,0,1,0,1,b2,6d
28,28,0,1,0,1,b2,6d
29,29,0,1,0,1,b2,6d
30,30,0,1,0,1,b2,6d
31,31,0,1,0,1,b2,6d
32,32,0,1,0,1,b2,6d
33,33,0,1,0,1,b2,6d
34,34,0,1,0,1,b2,6d
35,35,0,1,0,1,b2,6d
36,36,0,1,0,1,b2,6d
37,37,0,1,0,1,b2,6d
38,38,0,1,0,1,b2,6d
39,39,0,1,0,1,b2,6d
40,40,0,1,0,1,b2,6d
41,41,0,1,0,1,b2,6d
42,42,0,1,0,1,b2,6d
43,43,0,1,0,1,b2,6d
44,44,0,1,0,1,b2,6d
45,45,0,1,0,1,b2,6d
46,46,0,1,0,1,b2,6d
47,47,0,1,0,1,b2,6d
48,48,0,1,0,1,b2,6d
49,49,0,1,0,1,b2,6d
50,50,0,1,0,1,b2,6d
51,51,0,1,0,1,b2,6d
52,52,0,1,0,1,b2,6d
53,53,0,1,0,1,b2,6d
54,54,0,1,0,1,b2,6d
55,55,0,1,0,1,b2,6d
56,56,0,1,0,1,b2,6d
57,57,0,1,0,1,b2,6d
58,58,0,1,0,1,b2,6d
59,59,0,1,0,1,b2,6d
60,60,0,1,0,1,b2,6d
61,61,0,1,0,1,b2,6d
62,62,0,1,0,1,b2,6d
63,63,0,1,0,1,b2,6d
64,64,0,1,0,1,b2,6d
65,65,0,1,0,1,b2,6d
66,66,0,1,0,1,b2,6d
67,67,0,1,0,1,b2,6d
68,68,0,1,0,1,b2,6d
69,69,0,1,0,1,b2,6d
70,70,0,1,0,1,b2,6d
71,71,0,1,0,1,b2,6d
72,72,0,1,0,1,b2,6d
73,73,0,1,0,1,b2,6d
74,74,0,1,0,1,b2,6d
75,75,0,1,0,1,b2,6d
76,76,0,1,0,1,b2,6d
77,77,0,1,0,1,b2,6d
78,78,0,1,0,1,b2,6d
79,79,0,1,0,1,b2,6d
80,80,0,1,0,1,b2,6d
81,81,0,1,0,1,b2,6d
82,82,0,1,0,1,b2,6d
83,83,0,1,0,1,b2,6d
84,84,0,1,0,1,b2,6d
85,85,0,1,0,1,b2,6d
86,86,0,1,0,1,b2,6d
87,87,0,1,0,1,b2,6d
88,88,0,1,0,1,b2,6d
89,89,0,1,0,1,b2,6d
90,90,0,1,0,1,b2,6d
91,91,0,1,0,1,b2,6d
92,92,0,1,0,1,b2,6d
93,93,0,1,0,1,b2,6d
94,94,0,1,0,1,b2,6d
95,95,0,1,0,1,b2,6d
96,96,0,1,0,1,b2,6d
97,97,0,1,0,1,b2,6d
98,98,0,1,0,1,b2,6d
99,99,0,1,0,1,b2,6d
100,100,0,1,0,1,b2,6d
101,101,0,1,0,1,b2,6d
102,102,0,1,0,1,b2,6d
103,103,0,1,0,1,b2,6d
104,104,0,1,0,1,b2,6d
105,105,0,1,0,1,b2,6d
106,106,0,1,0,1,b2,6d
107,107,0,1,0,1,b2,6d
108,108,0,1,0,1,b2,6d
109,109,0,1,0,1,b2,6d
110,110,0,1,0,1,b2,6d
111,111,0,1,0,1,b2,6d
112,112,0,1,0,1,b2,6d
113,113,0,1,0,0,b2,6d
114,114,0,1,0,0,b2,6d
115,115,0,1,0,0,b2,6d
116,116,0,1,0,0,b2,6d
117,117,0,1,0,0,b2,6d
118,118,0,1,0,0,b2,6d
119,119,0,1,0,0,b2,6d
120,120,0,1,0,0,b2,6d
121,121,0,1,0,0,b2,6d
122,122,0,1,0,0,b2,6d
123,123,0,1,0,0,b2,6d
124,124,0,1,0,0,b2,6d
125,125,0,1,0,0,b2,6d
126,126,0,1,0,0,b2,6d
127,127,0,1,0,0,b2,6d
128,128,0,1,0,0,b2,6d
129,129,0,1,0,0,b2,6d
130,130,0,1,0,0,b2,6d
131,131,0,1,0,0,b2,6d
132,132,0,1,0,0,b2,6d
133,133,0,1,0,0,b2,6d
134,134,0,1,0,0,b2,6d
135,135,0,1,0,0,b2,6d
136,136,0,1,0,0,b2,6d
137,137,0,1,0,0,b2,6d
138,138,0,1,0,0,b2,6d
139,139,0,1,0,0,b2,6d
140,140,0,1,0,0,b2,6d
141,141,0,1,0,0,b2,6d
142,142,0,1,0,0,b2,6d
143,143,0,1,0,0,b2,6d
144,144,0,1,0,0,b2,6d
145,145,0,1,0,0,b2,6d
146,146,0,1,0,0,b2,6d
147,147,0,1,0,0,b2,6d
148,148,0,1,0,0,b2,6d
149,149,0,1,0,0,b2,6d
150,150,0,1,0,0,b2,6d
151,151,0,1,0,0,b2,6d
152,152,0,1,0,0,b2,6d
153,153,0,1,0,0,b2,6d
154,154,0,1,0,0,b2,6d
155,155,0,1,0,0,b2,6d
156,156,0,1,0,0,b2,6d
157,157,0,1,0,0,b2,6d
158,158,0,1,0,0,b2,6d
159,159,0,1,0,0,b2,6d
160,160,0,1,0,0,b2,6d
161,161,0,1,0,0,b2,6d
162,162,0,1,0,0,b2,6d
163,163,0,1,0,0,b2,6d
164,164,0,1,0,0,b2,6d
165,165,0,1,0,0,b2,6d
166,166,0,1,0,0,b2,6d
167,167,0,1,0,0,b2,6d
168,168,0,1,0,0,b2,6d
169,169,0,1,0,0,b2,6d
170,170,0,1,0,0,b2,6d
171,171,0,1,0,0,b2,6d
172,172,0,1,0,0,b2,6d
173,173,0,1,0,0,b2,6d
174,174,0,1,0,0,b2,6d
175,175,0,1,0,0,b2,6d
176,176,0,1,0,0,b2,6d
177,177,0,1,0,0,b2,6d
178,178,0,1,0,0,b2,6d
179,179,0,1,0,0,b2,6d
180,180,0,1,0,0,b2,6d
181,181,0,1,0,0,b2,6d
182,182,0,1,0,0,b2,6d
183,183,0,1,0,0,b2,6d
184,184,0,1,0,0,b2,6d
185,185,0,1,0,0,b2,6d
186,186,0,1,0,0,b2,6d
187,187,0,1,0,0,b2,6d
188,188,0,1,0,0,b2,6d
189,189,0,1,0,0,b2,6d
190,190,0,1,0,0,b2,6d
191,191,0,1,0,0,b2,6d
192,192,0,1,0,0,b2,6d
193,193,0,1,0,0,b2,6d
194,194,0,1,0,0,b2,6d
195,195,0,1,0,0,b2,6d
196,196,0,1,0,0,b2,6d
197,197,0,1,0,0,b2,6d
198,198,0,1,0,0,b2,6d
199,199,0,1,0,0,b2,6d
200,200,0,1,0,0,b2,6d
201,201,0,1,0,0,b2,6d
202,202,0,1,0,0,b2,6d
203,203,0,1,0,0,b2,6d
204,204,0,1,0,0,b2,6d
205,205,0,1,0,0,b2,6d
206,206,0,1,0,0,b2,6d
207,207,0,1,0,0,b2,6d
208,208,0,1,0,0,b2,6d
209,209,0,1,0,0,b2,6d
210,210,0,1,0,0,b2,6d
211,211,0,1,0,0,b2,6d
212,212,0,1,0,0,b2,6d
213,213,0,1,0,0,b2,6d
214,214,0,1,0,0,b2,6d
215,215,0,1,0,0,b2,6d
216,216,0,1,0,0,b2,6d
217,217,0,1,0,0,b2,6d
218,218,0,1,0,0,b2,6d
219,219,0,1,0,0,b2,6d
220,220,0,1,0,0,b2,6d
221,221,0,1,0,0,b2,6d
222,222,0,1,0,0,b2,6d
223,223,0,1,0,0,b2,6d
224,224,0,1,0,0,b2,6d
225,225,0,1,0,0,b2,6d
226,226,0,1,0,0,b2,6d
227,227,0,1,0,0,b2,6d
228,228,0,1,0,0,b2,6d
229,229,0,1,0,0,b2,6d
230,230,0,1,0,0,b2,6d
231,231,0,1,0,0,b2,6d
232,232,0,1,0,0,b2,6d
233,233,0,1,0,0,b2,6d
234,234,0,1,0,0,b2,6d
235,235,0,1,0,0,b2,6d
236,236,0,1,0,0,b2,6d
237,237,0,1,0,0,b2,6d
238,238,0,1,0,0,b2,6d
239,239,0,1,0,0,b2,6d
240,240,0,1,0,0,b2,6d
241,241,0,1,0,0,b2,6d
242,242,0,1,0,0,b2,6d
243,243,0,1,0,0,b2,6d
244,244,0,1,0,0,b2,6d
